Fri Jan  7 22:05:01 2022    output.dat

         9052155 function calls (8694985 primitive calls) in 48.670 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:550(__len__)
       80    0.000    0.000    0.000    0.000 {built-in method count}
        4    0.000    0.000    0.012    0.003 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\base64.py:34(_bytes_from_decode_data)
       36    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:760(check_empty_mapping)
       70    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\dumper.py:171(__init__)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1750(resizeEvent)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:793(__init__)
       32    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:679(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\BmpImagePlugin.py:1(<module>)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:817(__init__)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:168(deleteFlags)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       14    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1097(exists)
       54    0.000    0.000    0.003    0.000 {built-in method builtins.next}
        5    0.000    0.000    0.000    0.000 {built-in method setObjectName}
       11    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:149(<listcomp>)
       29    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:432(_uniq)
       33    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:192(selectedEdge)
       32    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:556(__setitem__)
      8/4    0.000    0.000    0.010    0.003 <frozen importlib._bootstrap_external>:877(exec_module)
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:125(release)
       13    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:193(write_plain_text)
       37    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        2    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\loader.py:66(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method toggleViewAction}
        3    0.000    0.000    0.072    0.024 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\base64.py:51(b64encode)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:96(reset_scanner)
       64    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:604(<genexpr>)
       16    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1638(_add_action)
        3    0.000    0.000    0.013    0.004 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:1131(load)
        2    0.000    0.000    0.000    0.000 {pos}
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:506(fetch_flow_sequence_start)
        2    0.000    0.000    3.912    1.956 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:690(finalise)
       15    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:490(setHiding)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:160(scrollToItem)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:127(addLabelHistory)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1866(_parse_known_args)
       38    0.000    0.000    0.000    0.000 {built-in method singleStep}
       18    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:446(fetch_stream_start)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:193(parse_implicit_document_start)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\logging\__init__.py:283(__init__)
       19    0.000    0.000    0.000    0.000 {built-in method item}
       30    0.000    0.000    0.000    0.000 {built-in method flags}
       12    0.000    0.000    0.000    0.000 {built-in method key}
        3    0.000    0.000    0.073    0.024 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\utils\image.py:18(img_data_to_arr)
       14    0.000    0.000    0.000    0.000 {built-in method fileName}
       20    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:316(ca)
       55    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\os.py:740(check_str)
       72    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:238(flow_style)
       10    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        5    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\unique_label_qlist_widget.py:28(createItemFromLabel)
       12    0.000    0.000    0.000    0.000 {built-in method indexFromItem}
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\contextlib.py:102(__init__)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\constructor.py:62(__init__)
       36    0.000    0.000    0.003    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:694(expect_first_block_mapping_key)
        8    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:671(_register_basic)
        1    0.000    0.000    0.000    0.000 {built-in method setCentralWidget}
        1    0.000    0.000    0.002    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1689(__init__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:421(ImageFileDirectory_v2)
       40    0.000    0.000    0.005    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\re.py:249(compile)
        4    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\canvas.py:174(setEditing)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\enum.py:986(__and__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\GifImagePlugin.py:1(<module>)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:1428(scan_flow_scalar_non_spaces)
      109    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        4    0.000    0.000    0.002    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:1028(__init__)
        4    0.000    0.000    0.012    0.003 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:314(preinit)
        5    0.000    0.000    0.000    0.000 {built-in method setMinimumWidth}
       27    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:537(represent_none)
       18    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:803(process_empty_scalar)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\resolver.py:323(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method sortItems}
       20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\enum.py:359(__call__)
       11    0.000    0.000    0.000    0.000 {built-in method rowCount}
       12    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\winterm.py:77(set_console)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:134(labelSelected)
       26    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:379(_delegate)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1415(labelItemChanged)
        8    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        1    0.000    0.000    0.000    0.000 {built-in method setWidgetResizable}
        3    0.000    0.000    0.128    0.043 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\composer.py:68(get_single_node)
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_encoder}
        7    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:301(boundingRect)
        8    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:135(__iter__)
       36    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:172(_path_isabs)
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\encodings\__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 {built-in method show}
        1    0.000    0.000    0.000    0.000 {built-in method fromtimestamp}
       12    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:1894(fetch_comment)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\emitter.py:342(expect_document_start)
        3    0.000    0.000    0.072    0.024 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\representer.py:78(represent)
        3    0.000    0.000    0.000    0.000 {built-in method setPlaceholderText}
       10    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
     17/6    0.000    0.000    0.012    0.002 <frozen importlib._bootstrap>:233(_call_with_frames_removed)
        9    0.000    0.000    0.002    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_compile.py:598(_code)
        4    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:409(_getencoder)
        1    0.000    0.000    0.138    0.138 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\config\__init__.py:71(get_config)
        2    0.000    0.000    0.000    0.000 {built-in method setSelection}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:67(_relax_case)
        6    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\locale.py:396(normalize)
        1    0.000    0.000    0.006    0.006 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\codecs.py:319(decode)
       16    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:2537(_get_formatter)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:521(__init__)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1522(_get_spec)
       48    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\composer.py:233(check_end_doc_comment)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1049(toggleDrawingSensitive)
        8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:212(<genexpr>)
        1    0.000    0.000    0.004    0.004 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:945(populateModeActions)
       11    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:148(<listcomp>)
        3    0.000    0.000    0.000    0.000 {built-in method PIL._imaging.raw_decoder}
      151    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       21    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\types.py:176(__get__)
        1    0.000    0.000    0.005    0.005 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\fractions.py:1(<module>)
        6    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
       92    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
        2    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1342(<listcomp>)
       41    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\shape.py:108(close)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\sre_parse.py:224(__init__)
        1    0.000    0.000    0.002    0.002 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\decimal.py:1(<module>)
       24    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\scanner.py:528(fetch_flow_sequence_end)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\termcolor.py:86(colored)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\resolver.py:113(__init__)
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\fractions.py:38(Fraction)
       48    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:256(__init__)
       34    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1363(_registry_get)
        2    0.000    0.000    0.000    0.000 {built-in method mapToGlobal}
        1    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:1827(parse_known_args)
       12    0.000    0.000    0.001    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\colorama\ansitowin32.py:199(convert_ansi)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\serializer.py:79(open)
        4    0.000    0.000    0.000    0.000 {built-in method addDockWidget}
       43    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        3    0.000    0.000    0.001    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\gettext.py:583(translation)
        2    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\encoder.py:204(iterencode)
       32    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffTags.py:29(cvt_enum)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1347(_path_importer_cache)
        3    0.000    0.000    0.073    0.024 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\main.py:1337(dump)
        1    0.000    0.000    0.000    0.000 {built-in method setChecked}
       20    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:181(parse_stream_start)
       10    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:342(yaml_value_comment_extend)
        1    0.000    0.000    0.068    0.068 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\config\__init__.py:38(get_default_config)
        2    0.000    0.000    0.001    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1102(<listcomp>)
        1    0.000    0.000    0.015    0.015 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\json\decoder.py:332(decode)
        2    0.000    0.000    0.009    0.005 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1091(setEditMode)
       48    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:788(load)
        9    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\contextlib.py:139(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_dialog.py:149(postProcess)
       11    0.000    0.000    0.000    0.000 {built-in method itemFromIndex}
       30    0.000    0.000    0.000    0.000 {built-in method setFlags}
        1    0.000    0.000    0.005    0.005 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:354(<lambda>)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:510(_get_cached)
        9    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\ntpath.py:44(normcase)
        2    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\widgets\label_list_widget.py:129(__len__)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\serializer.py:38(__init__)
       16    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\argparse.py:572(_metavar_formatter)
       20    0.000    0.000    0.000    0.000 C:\Program Files\WindowsApps\PythonSoftwareFoundation.Python.3.10_3.10.496.0_x64__qbz5n2kfra8p0\lib\enum.py:678(__new__)
        5    0.000    0.000    0.000    0.000 {built-in method nt._getfullpathname}
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:953(from_v2)
       18    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\comments.py:799(_yaml_add_comment)
       96    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\TiffImagePlugin.py:511(<lambda>)
        5    0.000    0.000    0.001    0.000 <__array_function__ internals>:177(insert)
        1    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:1015(resetState)
        3    0.000    0.000    0.000    0.000 C:\Users\joshu\OneDrive\Dokumente\gitprojects\labelme\labelme\app.py:2046(hasLabelFile)
        3    0.000    0.000    0.000    0.000 {built-in method setIcon}
        4    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\PIL\Image.py:497(__init__)
        6    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\parser.py:114(reset_parser)
       15    0.000    0.000    0.000    0.000 C:\Users\joshu\AppData\Local\Packages\PythonSoftwareFoundation.Python.3.10_qbz5n2kfra8p0\LocalCache\local-packages\Python310\site-packages\ruamel\yaml\tokens.py:373(reset)
